edge,config_id,family,budget,cost,users,candidates_per_user,mean_abs_probability_gap,reuse_mean_abs_probability_gap,probability_gap_recovery,mean_abs_logit_gap,mean_Bernoulli_JS,top1_agreement,top10_overlap,rank_correlation
v0_to_v1,window_768_256_1024,window,w768,0.75,3000,64,0.0033024041669051057,0.008901711984495507,0.6290147139497386,0.0319936970466127,2.6623538648081897e-05,0.981,0.9868333333333333,0.9963958028083028
v0_to_v1,token_p10_attn_mass,token,p10,0.099609375,3000,64,0.008676229654803526,0.008901711984495507,0.02533022075806468,0.08301113928419848,0.00016153845815217706,0.9543333333333334,0.9671000000000001,0.9868594780219779
v0_to_v1,token_p10_read_norm,token,p10,0.099609375,3000,64,0.00861847045398894,0.008901711984495507,0.03181877047919568,0.08258476204487185,0.00015960049092661013,0.9543333333333334,0.9671666666666666,0.9868666666666668
v0_to_v1,token_p10_persistence,token,p10,0.099609375,3000,64,0.008531507889413481,0.008901711984495507,0.04158796596956027,0.08102849267361065,0.00015980977761724118,0.9543333333333334,0.9676,0.9871781135531137
v0_to_v1,token_p10_kv_drift,token,p10,0.099609375,3000,64,0.007950582994885822,0.008901711984495507,0.10684787277619257,0.07297556257185836,0.00014874542580842228,0.9616666666666667,0.9713666666666666,0.9877166056166057
v0_to_v1,token_p10_read_delta,token,p10,0.099609375,3000,64,0.008114069496227777,0.008901711984495507,0.0884821357554143,0.07545510602307816,0.00014880279085638078,0.9593333333333334,0.9692666666666667,0.9871486416361416
v0_to_v1,token_p20_attn_mass,token,p20,0.2001953125,3000,64,0.008679166270539267,0.008901711984495507,0.025000327391389243,0.08347367553847532,0.00016071495088252857,0.956,0.9683,0.9875624542124543
v0_to_v1,token_p20_read_norm,token,p20,0.2001953125,3000,64,0.008692797052457716,0.008901711984495507,0.023469073409886576,0.08349895333995422,0.00016128164646751352,0.956,0.9682333333333333,0.9875525946275946
v0_to_v1,token_p20_kv_drift,token,p20,0.2001953125,3000,64,0.0074636437490496164,0.008901711984495507,0.1615496252800176,0.06710871211687723,0.00013618574288727346,0.964,0.9732666666666667,0.9881806166056167
v0_to_v1,token_p20_read_delta,token,p20,0.2001953125,3000,64,0.007806476170789497,0.008901711984495507,0.1230365367486198,0.07186127704568207,0.00013983775618441592,0.9643333333333334,0.9717,0.9882043498168499
v0_to_v1,token_p40_read_norm,token,p40,0.400390625,3000,64,0.008211768440322946,0.008901711984495507,0.07750683749084053,0.0802518565474699,0.00013448529371804443,0.9613333333333334,0.9719000000000001,0.9892283730158731
v0_to_v1,token_p40_read_delta,token,p40,0.400390625,3000,64,0.007499579181372574,0.008901711984495507,0.1575127127866064,0.06842432809683184,0.00012562235231292185,0.969,0.9765666666666668,0.9918116452991453
v0_to_v1,token_p80_read_delta,token,p80,0.7998046875,3000,64,0.002479797992336272,0.008901711984495507,0.721424598250826,0.023090553556879362,1.4131006826870186e-05,0.986,0.9914333333333334,0.9983826770451771
v1_to_v2,reuse,anchor,reuse,0.0,3000,64,0.004922253097276744,0.004922253097276744,0.0,0.046229122280453644,4.873666158576243e-05,0.9766666666666667,0.9828,0.9980168192918192
v1_to_v2,current_exact,anchor,current_exact,1.0,3000,64,0.0,0.004922253097276744,1.0,0.0,0.0,1.0,1.0,1.0
