run,target,users,mean_user_probability_recovery,median_user_probability_recovery,fraction_users_harmed,mean_reuse_probability_gap,mean_method_probability_gap
v14_source_kernel_canary_01,3,8,-0.25244481116533274,0.345806360244751,0.375,0.007220863830298125,0.004839662811718838
v14_source_kernel_canary_01,4,8,0.6631201505661011,0.8381220698356628,0.125,0.029295362764969413,0.007075587869621775
v14_source_kernel_canary_01,5,8,-0.2787930741906166,0.5548214912414551,0.25,0.009518255828879737,0.0065177293727174
v15_query_view64_01,1,8,-3.752003431320191,0.36625438928604126,0.375,0.005081432289443875,0.005910660489462262
v15_query_view64_01,2,8,0.4952392280101776,0.7225986123085022,0.125,0.008673484087921637,0.0024219549959525128
v15_query_view64_01,3,8,0.3805669769644737,0.7215438187122345,0.25,0.007220863830298125,0.001848778687417443
v15_query_view64_01,4,8,0.756522960960865,0.8365635573863983,0.0,0.029295362764969413,0.004860793473198951
v15_query_view64_01,5,8,0.5277131497859955,0.6681569814682007,0.125,0.009518255828879737,0.005542336846701737
v15_query_view_canary_01,1,8,-8.570499300956726,-0.7769823670387268,0.75,0.005081432289443875,0.011517353355884512
v15_query_view_canary_01,2,8,-0.13506820052862167,0.6018928289413452,0.125,0.008673484087921637,0.004077456309460063
v15_query_view_canary_01,3,8,0.43217602372169495,0.7892330884933472,0.125,0.007220863830298125,0.0017068414017557625
v15_query_view_canary_01,4,8,0.7725023105740547,0.8568962514400482,0.0,0.029295362764969413,0.0043923474149778
v15_query_view_canary_01,5,8,-0.0895458236336708,0.6765148937702179,0.125,0.009518255828879737,0.006086360779590875
